,Unnamed: 0,pitch_type,game_date,player_name,events,description,des,game_type,stand,p_throws,home_team,away_team,type,bb_type,inning_topbot,pitch_name
76,76,FF,2024-09-29,"Nelson, Ryne",grounded_into_double_play,hit_into_play,"Elias Díaz grounds into a double play, shortstop Geraldo Perdomo to second baseman Ketel Marte to first baseman Christian Walker.   Nick Ahmed out at 2nd.    Elias Díaz out at 1st.",R,R,R,AZ,SD,X,ground_ball,Top,4-Seam Fastball
77,77,FF,2024-09-29,"Nelson, Ryne",,foul,"Elias Díaz grounds into a double play, shortstop Geraldo Perdomo to second baseman Ketel Marte to first baseman Christian Walker.   Nick Ahmed out at 2nd.    Elias Díaz out at 1st.",R,R,R,AZ,SD,S,,Top,4-Seam Fastball
78,78,FC,2024-09-29,"Nelson, Ryne",,foul,"Elias Díaz grounds into a double play, shortstop Geraldo Perdomo to second baseman Ketel Marte to first baseman Christian Walker.   Nick Ahmed out at 2nd.    Elias Díaz out at 1st.",R,R,R,AZ,SD,S,,Top,Cutter
79,79,FF,2024-09-29,"Nelson, Ryne",,ball,"Elias Díaz grounds into a double play, shortstop Geraldo Perdomo to second baseman Ketel Marte to first baseman Christian Walker.   Nick Ahmed out at 2nd.    Elias Díaz out at 1st.",R,R,R,AZ,SD,B,,Top,4-Seam Fastball
80,80,FC,2024-09-29,"Nelson, Ryne",,swinging_strike,"Elias Díaz grounds into a double play, shortstop Geraldo Perdomo to second baseman Ketel Marte to first baseman Christian Walker.   Nick Ahmed out at 2nd.    Elias Díaz out at 1st.",R,R,R,AZ,SD,S,,Top,Cutter
81,81,FF,2024-09-29,"Nelson, Ryne",,ball,"Elias Díaz grounds into a double play, shortstop Geraldo Perdomo to second baseman Ketel Marte to first baseman Christian Walker.   Nick Ahmed out at 2nd.    Elias Díaz out at 1st.",R,R,R,AZ,SD,B,,Top,4-Seam Fastball
82,82,FF,2024-09-29,"Nelson, Ryne",single,hit_into_play,Nick Ahmed singles on a ground ball to center fielder Jake McCarthy.,R,R,R,AZ,SD,X,ground_ball,Top,4-Seam Fastball
83,83,FF,2024-09-29,"Nelson, Ryne",,swinging_strike,Nick Ahmed singles on a ground ball to center fielder Jake McCarthy.,R,R,R,AZ,SD,S,,Top,4-Seam Fastball
84,84,FF,2024-09-29,"Nelson, Ryne",field_out,hit_into_play,"Jackson Merrill grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,L,R,AZ,SD,X,ground_ball,Top,4-Seam Fastball
85,85,FF,2024-09-29,"Nelson, Ryne",,swinging_strike,"Jackson Merrill grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,L,R,AZ,SD,S,,Top,4-Seam Fastball
86,86,FF,2024-09-29,"Nelson, Ryne",,ball,"Jackson Merrill grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,L,R,AZ,SD,B,,Top,4-Seam Fastball
87,87,FF,2024-09-29,"Nelson, Ryne",,ball,"Jackson Merrill grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,L,R,AZ,SD,B,,Top,4-Seam Fastball
88,88,FC,2024-09-29,"Waldron, Matt",field_out,hit_into_play,"Randal Grichuk grounds out, third baseman Tyler Wade to first baseman Donovan Solano.",R,R,R,AZ,SD,X,ground_ball,Bot,Cutter
89,89,ST,2024-09-29,"Waldron, Matt",,ball,"Randal Grichuk grounds out, third baseman Tyler Wade to first baseman Donovan Solano.",R,R,R,AZ,SD,B,,Bot,Sweeper
90,90,FC,2024-09-29,"Waldron, Matt",,ball,"Randal Grichuk grounds out, third baseman Tyler Wade to first baseman Donovan Solano.",R,R,R,AZ,SD,B,,Bot,Cutter
91,91,KN,2024-09-29,"Waldron, Matt",hit_by_pitch,hit_by_pitch,Christian Walker hit by pitch.,R,R,R,AZ,SD,B,,Bot,Knuckleball
92,92,FF,2024-09-29,"Waldron, Matt",,foul,Christian Walker hit by pitch.,R,R,R,AZ,SD,S,,Bot,4-Seam Fastball
93,93,KN,2024-09-29,"Waldron, Matt",,swinging_strike,Christian Walker hit by pitch.,R,R,R,AZ,SD,S,,Bot,Knuckleball
94,94,ST,2024-09-29,"Waldron, Matt",,foul,Christian Walker hit by pitch.,R,R,R,AZ,SD,S,,Bot,Sweeper
95,95,FF,2024-09-29,"Waldron, Matt",triple,hit_into_play,Lourdes Gurriel Jr.  triples (2) on a line drive to right fielder Brandon Lockridge.   Corbin Carroll scores.,R,R,R,AZ,SD,X,line_drive,Bot,4-Seam Fastball
96,96,FC,2024-09-29,"Waldron, Matt",,foul,Lourdes Gurriel Jr.  triples (2) on a line drive to right fielder Brandon Lockridge.   Corbin Carroll scores.,R,R,R,AZ,SD,S,,Bot,Cutter
97,97,KN,2024-09-29,"Waldron, Matt",force_out,hit_into_play,"Corbin Carroll grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Ketel Marte out at 2nd.    Corbin Carroll to 1st.",R,L,R,AZ,SD,X,ground_ball,Bot,Knuckleball
98,98,FC,2024-09-29,"Waldron, Matt",,foul,"Corbin Carroll grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Ketel Marte out at 2nd.    Corbin Carroll to 1st.",R,L,R,AZ,SD,S,,Bot,Cutter
99,99,ST,2024-09-29,"Waldron, Matt",,called_strike,"Corbin Carroll grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Ketel Marte out at 2nd.    Corbin Carroll to 1st.",R,L,R,AZ,SD,S,,Bot,Sweeper
100,100,FF,2024-09-29,"Waldron, Matt",force_out,hit_into_play,"Ketel Marte grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Geraldo Perdomo out at 2nd.    Ketel Marte to 1st.",R,L,R,AZ,SD,X,ground_ball,Bot,4-Seam Fastball
101,101,ST,2024-09-29,"Waldron, Matt",,foul,"Ketel Marte grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Geraldo Perdomo out at 2nd.    Ketel Marte to 1st.",R,L,R,AZ,SD,S,,Bot,Sweeper
102,102,FF,2024-09-29,"Waldron, Matt",,foul,"Ketel Marte grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Geraldo Perdomo out at 2nd.    Ketel Marte to 1st.",R,L,R,AZ,SD,S,,Bot,4-Seam Fastball
103,103,KN,2024-09-29,"Waldron, Matt",,ball,"Ketel Marte grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Geraldo Perdomo out at 2nd.    Ketel Marte to 1st.",R,L,R,AZ,SD,B,,Bot,Knuckleball
104,104,FF,2024-09-29,"Waldron, Matt",,foul,"Ketel Marte grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Geraldo Perdomo out at 2nd.    Ketel Marte to 1st.",R,L,R,AZ,SD,S,,Bot,4-Seam Fastball
105,105,KN,2024-09-29,"Waldron, Matt",,foul,"Ketel Marte grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Geraldo Perdomo out at 2nd.    Ketel Marte to 1st.",R,L,R,AZ,SD,S,,Bot,Knuckleball
106,106,FF,2024-09-29,"Waldron, Matt",,called_strike,"Ketel Marte grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Geraldo Perdomo out at 2nd.    Ketel Marte to 1st.",R,L,R,AZ,SD,S,,Bot,4-Seam Fastball
107,107,SI,2024-09-29,"Waldron, Matt",single,hit_into_play,Geraldo Perdomo singles on a sharp line drive to right fielder Brandon Lockridge.,R,L,R,AZ,SD,X,line_drive,Bot,Sinker
108,108,KN,2024-09-29,"Waldron, Matt",,ball,Geraldo Perdomo singles on a sharp line drive to right fielder Brandon Lockridge.,R,L,R,AZ,SD,B,,Bot,Knuckleball
109,109,KN,2024-09-29,"Waldron, Matt",,foul,Geraldo Perdomo singles on a sharp line drive to right fielder Brandon Lockridge.,R,L,R,AZ,SD,S,,Bot,Knuckleball
110,110,KN,2024-09-29,"Waldron, Matt",,called_strike,Geraldo Perdomo singles on a sharp line drive to right fielder Brandon Lockridge.,R,L,R,AZ,SD,S,,Bot,Knuckleball
111,111,FC,2024-09-29,"Waldron, Matt",,called_strike,Geraldo Perdomo singles on a sharp line drive to right fielder Brandon Lockridge.,R,L,R,AZ,SD,S,,Bot,Cutter
112,112,SI,2024-09-29,"Waldron, Matt",,ball,Geraldo Perdomo singles on a sharp line drive to right fielder Brandon Lockridge.,R,L,R,AZ,SD,B,,Bot,Sinker
113,113,CU,2024-09-29,"Mantiply, Joe",strikeout,swinging_strike,David Peralta strikes out swinging.,R,L,L,AZ,SD,S,,Top,Curveball
114,114,SI,2024-09-29,"Mantiply, Joe",,foul,David Peralta strikes out swinging.,R,L,L,AZ,SD,S,,Top,Sinker
115,115,CU,2024-09-29,"Mantiply, Joe",,ball,David Peralta strikes out swinging.,R,L,L,AZ,SD,B,,Top,Curveball
116,116,CU,2024-09-29,"Mantiply, Joe",,swinging_strike,David Peralta strikes out swinging.,R,L,L,AZ,SD,S,,Top,Curveball
117,117,CU,2024-09-29,"Mantiply, Joe",,ball,David Peralta strikes out swinging.,R,L,L,AZ,SD,B,,Top,Curveball
118,118,SI,2024-09-29,"Mantiply, Joe",,swinging_strike,David Peralta strikes out swinging.,R,L,L,AZ,SD,S,,Top,Sinker
119,119,SI,2024-09-29,"Mantiply, Joe",field_out,hit_into_play,Jake Cronenworth grounds out to first baseman Christian Walker.   Luis Arraez scores.,R,L,L,AZ,SD,X,ground_ball,Top,Sinker
120,120,CU,2024-09-29,"Mantiply, Joe",,foul,Jake Cronenworth grounds out to first baseman Christian Walker.   Luis Arraez scores.,R,L,L,AZ,SD,S,,Top,Curveball
121,121,SI,2024-09-29,"Mantiply, Joe",,foul,Jake Cronenworth grounds out to first baseman Christian Walker.   Luis Arraez scores.,R,L,L,AZ,SD,S,,Top,Sinker
122,122,SI,2024-09-29,"Mantiply, Joe",,ball,Jake Cronenworth grounds out to first baseman Christian Walker.   Luis Arraez scores.,R,L,L,AZ,SD,B,,Top,Sinker
123,123,SI,2024-09-29,"Mantiply, Joe",,ball,Jake Cronenworth grounds out to first baseman Christian Walker.   Luis Arraez scores.,R,L,L,AZ,SD,B,,Top,Sinker
124,124,FF,2024-09-29,"Pfaadt, Brandon",field_out,hit_into_play,"Fernando Tatis Jr.  grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,R,R,AZ,SD,X,ground_ball,Top,4-Seam Fastball
125,125,CU,2024-09-29,"Pfaadt, Brandon",,blocked_ball,"Fernando Tatis Jr.  grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,R,R,AZ,SD,B,,Top,Curveball
126,126,ST,2024-09-29,"Pfaadt, Brandon",,ball,"Fernando Tatis Jr.  grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,R,R,AZ,SD,B,,Top,Sweeper
127,127,FF,2024-09-29,"Pfaadt, Brandon",,foul,"Fernando Tatis Jr.  grounds out, third baseman Eugenio Suárez to first baseman Christian Walker.",R,R,R,AZ,SD,S,,Top,4-Seam Fastball
128,128,CH,2024-09-29,"Pfaadt, Brandon",double,hit_into_play,Luis Arraez doubles (32) on a line drive to center fielder Jake McCarthy.,R,L,R,AZ,SD,X,line_drive,Top,Changeup
129,129,CU,2024-09-29,"Pfaadt, Brandon",,ball,Luis Arraez doubles (32) on a line drive to center fielder Jake McCarthy.,R,L,R,AZ,SD,B,,Top,Curveball
130,130,FF,2024-09-29,"Pfaadt, Brandon",,foul,Luis Arraez doubles (32) on a line drive to center fielder Jake McCarthy.,R,L,R,AZ,SD,S,,Top,4-Seam Fastball
131,131,KN,2024-09-29,"Waldron, Matt",strikeout,swinging_strike,Gabriel Moreno strikes out swinging.,R,R,R,AZ,SD,S,,Bot,Knuckleball
132,132,ST,2024-09-29,"Waldron, Matt",,ball,Gabriel Moreno strikes out swinging.,R,R,R,AZ,SD,B,,Bot,Sweeper
133,133,KN,2024-09-29,"Waldron, Matt",,swinging_strike,Gabriel Moreno strikes out swinging.,R,R,R,AZ,SD,S,,Bot,Knuckleball
134,134,FF,2024-09-29,"Waldron, Matt",,called_strike,Gabriel Moreno strikes out swinging.,R,R,R,AZ,SD,S,,Bot,4-Seam Fastball
135,135,FF,2024-09-29,"Waldron, Matt",double,hit_into_play,Jake McCarthy doubles (13) on a ground ball to third baseman Tyler Wade.   Randal Grichuk scores.,R,L,R,AZ,SD,X,ground_ball,Bot,4-Seam Fastball
136,136,ST,2024-09-29,"Waldron, Matt",,called_strike,Jake McCarthy doubles (13) on a ground ball to third baseman Tyler Wade.   Randal Grichuk scores.,R,L,R,AZ,SD,S,,Bot,Sweeper
137,137,ST,2024-09-29,"Waldron, Matt",strikeout,swinging_strike,Eugenio Suárez strikes out swinging.,R,R,R,AZ,SD,S,,Bot,Sweeper
138,138,SI,2024-09-29,"Waldron, Matt",,foul,Eugenio Suárez strikes out swinging.,R,R,R,AZ,SD,S,,Bot,Sinker
139,139,KN,2024-09-29,"Waldron, Matt",,foul,Eugenio Suárez strikes out swinging.,R,R,R,AZ,SD,S,,Bot,Knuckleball
140,140,KN,2024-09-29,"Waldron, Matt",,ball,Eugenio Suárez strikes out swinging.,R,R,R,AZ,SD,B,,Bot,Knuckleball
141,141,SI,2024-09-29,"Waldron, Matt",force_out,hit_into_play,"Randal Grichuk grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Christian Walker out at 2nd.    Randal Grichuk to 1st.",R,R,R,AZ,SD,X,ground_ball,Bot,Sinker
142,142,FC,2024-09-29,"Waldron, Matt",,called_strike,"Randal Grichuk grounds into a force out, shortstop Nick Ahmed to second baseman Jake Cronenworth.   Christian Walker out at 2nd.    Randal Grichuk to 1st.",R,R,R,AZ,SD,S,,Bot,Cutter
143,143,KN,2024-09-29,"Waldron, Matt",hit_by_pitch,hit_by_pitch,Christian Walker hit by pitch.,R,R,R,AZ,SD,B,,Bot,Knuckleball
144,144,FC,2024-09-29,"Waldron, Matt",,ball,Christian Walker hit by pitch.,R,R,R,AZ,SD,B,,Bot,Cutter
145,145,ST,2024-09-29,"Waldron, Matt",,swinging_strike,Christian Walker hit by pitch.,R,R,R,AZ,SD,S,,Bot,Sweeper
146,146,SI,2024-09-29,"Waldron, Matt",,called_strike,Christian Walker hit by pitch.,R,R,R,AZ,SD,S,,Bot,Sinker
147,147,FF,2024-09-29,"Pfaadt, Brandon",strikeout,swinging_strike,Brandon Lockridge strikes out swinging.,R,R,R,AZ,SD,S,,Top,4-Seam Fastball
148,148,SI,2024-09-29,"Pfaadt, Brandon",,foul,Brandon Lockridge strikes out swinging.,R,R,R,AZ,SD,S,,Top,Sinker
149,149,SI,2024-09-29,"Pfaadt, Brandon",,foul,Brandon Lockridge strikes out swinging.,R,R,R,AZ,SD,S,,Top,Sinker
150,150,CU,2024-09-29,"Pfaadt, Brandon",field_out,hit_into_play,"Tyler Wade grounds out, second baseman Ketel Marte to first baseman Christian Walker.",R,L,R,AZ,SD,X,ground_ball,Top,Curveball
151,151,SI,2024-09-29,"Pfaadt, Brandon",field_out,hit_into_play,"Elias Díaz grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,AZ,SD,X,ground_ball,Top,Sinker
152,152,SI,2024-09-29,"Pfaadt, Brandon",,ball,"Elias Díaz grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,AZ,SD,B,,Top,Sinker
153,153,ST,2024-09-29,"Pfaadt, Brandon",,foul,"Elias Díaz grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,AZ,SD,S,,Top,Sweeper
154,154,FF,2024-09-29,"Pfaadt, Brandon",,ball,"Elias Díaz grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,AZ,SD,B,,Top,4-Seam Fastball
155,155,SI,2024-09-29,"Pfaadt, Brandon",,called_strike,"Elias Díaz grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,AZ,SD,S,,Top,Sinker
156,156,FF,2024-09-29,"Pfaadt, Brandon",,ball,"Elias Díaz grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,AZ,SD,B,,Top,4-Seam Fastball
157,157,FF,2024-09-29,"Pfaadt, Brandon",,called_strike,"Elias Díaz grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,AZ,SD,S,,Top,4-Seam Fastball
158,158,KN,2024-09-29,"Waldron, Matt",field_out,hit_into_play,"Lourdes Gurriel Jr.  grounds out, shortstop Nick Ahmed to first baseman Luis Arraez.",R,R,R,AZ,SD,X,ground_ball,Bot,Knuckleball
159,159,FF,2024-09-29,"Waldron, Matt",,ball,"Lourdes Gurriel Jr.  grounds out, shortstop Nick Ahmed to first baseman Luis Arraez.",R,R,R,AZ,SD,B,,Bot,4-Seam Fastball
160,160,KN,2024-09-29,"Waldron, Matt",,foul,"Lourdes Gurriel Jr.  grounds out, shortstop Nick Ahmed to first baseman Luis Arraez.",R,R,R,AZ,SD,S,,Bot,Knuckleball
161,161,KN,2024-09-29,"Waldron, Matt",,foul,"Lourdes Gurriel Jr.  grounds out, shortstop Nick Ahmed to first baseman Luis Arraez.",R,R,R,AZ,SD,S,,Bot,Knuckleball
162,162,SI,2024-09-29,"Waldron, Matt",,foul,"Lourdes Gurriel Jr.  grounds out, shortstop Nick Ahmed to first baseman Luis Arraez.",R,R,R,AZ,SD,S,,Bot,Sinker
163,163,FC,2024-09-29,"Pérez, Martín",walk,ball,Corbin Carroll walks.,R,L,L,AZ,SD,B,,Bot,Cutter
164,164,SI,2024-09-29,"Pérez, Martín",,ball,Corbin Carroll walks.,R,L,L,AZ,SD,B,,Bot,Sinker
165,165,CH,2024-09-29,"Pérez, Martín",,ball,Corbin Carroll walks.,R,L,L,AZ,SD,B,,Bot,Changeup
166,166,FC,2024-09-29,"Pérez, Martín",,foul,Corbin Carroll walks.,R,L,L,AZ,SD,S,,Bot,Cutter
167,167,FC,2024-09-29,"Pérez, Martín",,ball,Corbin Carroll walks.,R,L,L,AZ,SD,B,,Bot,Cutter
168,168,FF,2024-09-29,"Pérez, Martín",home_run,hit_into_play,Ketel Marte homers (36) on a fly ball to left center field.   Gabriel Moreno scores.,R,R,L,AZ,SD,X,fly_ball,Bot,4-Seam Fastball
